post_title,weight,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"Revopoint Miraco PRO",6,Revopoint,simple,,"Escáneres 3D|Escáneres 3D > Luz Estructurada","REVOPOINT MIRACO PRO 3D SCANNER",,,
"Revopoint Mini 2",6,Revopoint,simple,,"Escáneres 3D|Escáneres 3D > Luz Estructurada","Revopoint|Revopoint Mini 2 3D Scanner",,,
"Revopoint Range 2",6,Revopoint,simple,,"Escáneres 3D|Escáneres 3D > Luz Estructurada","Revopoint|Revopoint Range 2 3D Scanner",,,
"Targets para escaneo 3D x100",0.1,Revopoint,simple,,"Escáneres 3D|Escáneres 3D > Accesorios","Targets para escaneo 3D",,,
"Raise 3D DF2 Paquete Completo",180,"Raise 3D",simple,,"Características|Características > DLP|Impresoras 3D|Impresoras 3D > Resina","Raise 3D DF2 Paquete Completo",,,
"Raise 3D E2CF",73,"Raise 3D",simple,,"Características|Características > Cartesiana|Características > Cerrada|Características > Alta Temperatura|Características > Doble Extrusor|Características > Gran Formato|Impresoras 3D|Impresoras 3D > Ensamblada","impresora 3D|Raise 3D E2CF",,,
"Estuche para Meta Quest 3",3,Meta,simple,,"Realidad Virtual|Realidad Virtual > Realidad Virtual","Estuche para Meta Quest 3",,,
"FILM ACF PHROZEN MEGA 290x450mm",1.5,Phrozen,simple,,"Repuestos|Repuestos > Film FEP","FILM ACF PHROZEN MEGA 290x450mm|Phrozen",,,
"Creality Ender 3 V3 Plus",24,Creality,simple,,"Características|Características > Alta Velocidad|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 V3 Plus",,,
"Creality Halot Mage S 14K",24,Creality,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Creality Halot Mage S 14K",,,
"Creality Halot-Play",24,Creality,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Creality Halot-Play",,,
"Creality CR-Scan Otter",6,Creality,simple,,"Escáneres 3D|Escáneres 3D > Luz Estructurada","Creality CR-Scan Otter",,,
"Creality CR-Scan Raptor",6,Creality,simple,,"Escáneres 3D|Escáneres 3D > Triangulación Láser","Creality CR-Scan Raptor",,,
"Creality Falcon2 Pro 22W",40.5,Creality,simple,,"Cortadoras Láser|Cortadoras Láser > Diodo","Creality Falcon2 Pro 22W",,,
"Creality Falcon2 Pro 40W",40.5,Creality,simple,,"Cortadoras Láser|Cortadoras Láser > Diodo","Creality Falcon2 Pro 40W",,,
"Resina Alta Precision Beige Raise3D 1Kg",1.5,"Raise 3D",simple,,"Aplicaciones|Aplicaciones > Ingeniería|Resinas","Raise3D|Resina Alta Precisión Beige Raise3D 1Kg",,,
"Resina Estandar Blanca Raise3D 1Kg",1.5,"Raise 3D",simple,,"Aplicaciones|Aplicaciones > Ingeniería|Resinas","Raise3D|Resina Estándar Blanca Raise3D 1Kg",,,
"Elegoo Saturn 4 Ultra",24,Elegoo,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Elegoo|Elegoo Saturn 4 Ultra|impresora 3D",,,
"Elegoo Saturn 4",24,Elegoo,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","Elegoo|Elegoo Saturn 4|impresora 3D",,,
"Sovol SV08",24,Sovol,simple,,"Características|Características > Core XY|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Sovol SV08",,,
"Comgrow T300",72.03,Comgrow|Sovol,simple,,"Características|Características > Cartesiana|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento","Comgrow T300",,,
"Pintura GC Naranja Fluorescente 18ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura GC Naranja Fluorescente 18ml",,,
"Pintura GC Verde Angelical 18ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura GC Verde Angelical 18ml",,,
"Pintura GC Turquesa Abisal 18ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura GC Turquesa Abisal 18ml",,,
"Pintura GC Carne Elfica 18ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura GC Carne Elfica 18ml",,,
"Pintura GC Púrpura Alienígena 18ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura GC Púrpura Alienígena 18ml",,,
"Pintura GC Naranja Tostado 18ml",0.1,Vallejo,simple,,"Upgrades|Upgrades > Pinturas","Pintura GC Naranja Tostado 18ml",,,
"LaserPecker LP4",10.01,LaserPecker,simple,,"Cortadoras Láser|Cortadoras Láser > Profesional","LaserPecker LP4",,,
"Batería LaserPecker Plus para toda la serie LP",4,LaserPecker,simple,,"Cortadoras Láser|Cortadoras Láser > Accesorios","Batería LaserPecker Plus para toda la serie LP",,,
"Botón de grabado LaserPecker para LP2/LP3/LP4",4,LaserPecker,simple,,"Cortadoras Láser|Cortadoras Láser > Accesorios","Botón de grabado LaserPecker para LP2/LP3/LP4",,,
